SA2_MAINCODE_2011,2011_1,2011_2,2011_3,2011_4,2011_5,2011_6,2011_7,2011_8,2011_9,2011_10,2011_11,2011_12,mean_2011
206011105,640000.0,620000.0,620000.0,630000.0,654500.0,650000.0,650000.0,635000.0,625000.0,635000.0,640000.0,619000.0,634875.0
206011106,655000.0,620000.0,640000.0,655000.0,650000.0,650000.0,652500.0,659500.0,650000.0,655000.0,657000.0,620000.0,647000.0
206011107,615000.0,650000.0,650000.0,600000.0,640000.0,600000.0,625000.0,602500.0,640000.0,620000.0,610000.0,645000.0,624791.6666666666
206011108,599500.0,595000.0,595000.0,595000.0,595000.0,600000.0,595000.0,600000.0,600000.0,600000.0,600000.0,595000.0,597458.3333333334
206011109,617500.0,610000.0,600000.0,620000.0,630000.0,622500.0,630000.0,620000.0,618750.0,617500.0,630000.0,582500.0,616562.5
206021110,739500.0,750000.0,745000.0,750000.0,729000.0,739000.0,730000.0,760000.0,749500.0,744500.0,750000.0,750000.0,744708.3333333334
206021111,729000.0,700000.0,700000.0,732500.0,700000.0,730000.0,710000.0,735000.0,720000.0,725000.0,735000.0,710000.0,718875.0
206021112,680000.0,685000.0,695000.0,680000.0,640000.0,650000.0,650000.0,667500.0,690000.0,689500.0,663500.0,679000.0,672458.3333333334
206031113,750000.0,705000.0,715000.0,746000.0,735000.0,745000.0,736000.0,746000.0,729000.0,750000.0,750000.0,707500.0,734541.6666666666
206031114,842500.0,865000.0,847500.0,840000.0,825000.0,842500.0,830000.0,842500.0,850000.0,845000.0,850000.0,842500.0,843541.6666666666
206031115,589500.0,600000.0,600000.0,600000.0,595000.0,570000.0,590000.0,595000.0,575000.0,572500.0,570000.0,609000.0,588833.3333333334
206031116,800000.0,800000.0,800000.0,800000.0,775000.0,800000.0,777500.0,802500.0,800000.0,812500.0,820000.0,800000.0,798958.3333333334
206041117,515000.0,489975.0,489975.0,550000.0,579000.0,550000.0,589500.0,550000.0,489975.0,480000.0,535000.0,499950.0,526531.25
206041118,1500000.0,1100000.0,1100000.0,1495000.0,1300000.0,1400000.0,1295000.0,1490000.0,1290000.0,1490000.0,1400000.0,1100000.0,1330000.0
206041119,1372500.0,1925000.0,2150000.0,1545000.0,1620000.0,1620000.0,1597500.0,1500000.0,1700000.0,1575000.0,1575000.0,2850000.0,1752500.0
206041120,616952.3832116788,615247.352189781,615784.4616788321,617221.246350365,606425.2299270073,613777.4032846715,608206.2682481752,616112.8467153285,617471.0529197081,618543.6843065694,615230.0857664234,617169.4689781022,614845.1236313869
206041121,610000.0,630000.0,629500.0,605000.0,590000.0,600000.0,580000.0,600000.0,630000.0,629000.0,600000.0,649000.0,612708.3333333334
206041122,297000.0,274200.0,277450.0,280400.0,335000.0,299975.0,299950.0,280400.0,290000.0,295000.0,300000.0,251700.0,290089.5833333333
206041123,720000.0,710000.0,699000.0,700000.0,700000.0,707000.0,700000.0,714500.0,700000.0,700000.0,702500.0,709500.0,705208.3333333334
206041124,1050000.0,1050000.0,1050000.0,1050000.0,998750.0,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0,1045729.1666666666
206041125,1750000.0,1975000.0,1925000.0,1627500.0,1625000.0,1550000.0,1475000.0,1750000.0,1800000.0,1705000.0,1750000.0,2050000.0,1748541.6666666667
206041126,572500.0,490000.0,500000.0,577500.0,689500.0,660000.0,689500.0,580000.0,550000.0,559000.0,624500.0,490000.0,581875.0
206041127,616952.3832116788,615247.352189781,615784.4616788321,617221.246350365,606425.2299270073,613777.4032846715,608206.2682481752,616112.8467153285,617471.0529197081,618543.6843065694,615230.0857664234,617169.4689781022,614845.1236313869
206051128,1600000.0,1600000.0,1600000.0,1650000.0,1300000.0,1450000.0,1375000.0,1450000.0,1600000.0,1625000.0,1450000.0,1600000.0,1525000.0
206051129,1050000.0,1125000.0,1112500.0,1050000.0,1075000.0,1050000.0,1050000.0,1050000.0,1080000.0,1050000.0,1050000.0,1162500.0,1075416.6666666667
206051130,895000.0,900000.0,902500.0,885000.0,885000.0,890000.0,880000.0,885000.0,925000.0,887500.0,880000.0,900000.0,892916.6666666666
206051131,616952.3832116788,615247.352189781,615784.4616788321,617221.246350365,606425.2299270073,613777.4032846715,608206.2682481752,616112.8467153285,617471.0529197081,618543.6843065694,615230.0857664234,617169.4689781022,614845.1236313869
206051132,965000.0,875000.0,875000.0,985000.0,900000.0,950000.0,900000.0,965000.0,875000.0,900000.0,950000.0,875000.0,917916.6666666666
206051133,825000.0,1000000.0,927450.0,800000.0,800000.0,750000.0,800000.0,792500.0,912500.0,885000.0,795000.0,929900.0,851445.8333333334
206051134,800000.0,799000.0,799000.0,825000.0,780000.0,810000.0,785000.0,837000.0,830000.0,849000.0,837500.0,795000.0,812208.3333333334
206061135,1300000.0,1500000.0,1475000.0,1400000.0,1225000.0,1300000.0,1187500.0,1362500.0,1325000.0,1275000.0,1300000.0,1678750.0,1360729.1666666667
206061136,862500.0,897500.0,887500.0,875000.0,850000.0,850000.0,850000.0,862500.0,880000.0,880000.0,850000.0,924500.0,872458.3333333334
206061137,1100000.0,1100000.0,1100000.0,1130000.0,1000000.0,1050000.0,1000000.0,1100000.0,1187500.0,1150000.0,1075000.0,1095000.0,1090625.0
206061138,2650000.0,3000000.0,3000000.0,2600000.0,2625000.0,2600000.0,2625000.0,2625000.0,2875000.0,2750000.0,2600000.0,2975000.0,2743750.0
206071139,749500.0,747000.0,695000.0,700000.0,699000.0,700000.0,699000.0,699500.0,700000.0,750000.0,700000.0,747000.0,715500.0
206071140,830000.0,828000.0,828000.0,839000.0,810000.0,845000.0,800000.0,847500.0,828000.0,829000.0,845000.0,829000.0,829875.0
206071141,669000.0,679000.0,679000.0,669000.0,660000.0,660000.0,660000.0,664500.0,660000.0,664500.0,660000.0,679000.0,667000.0
206071142,867000.0,962500.0,950000.0,859000.0,770000.0,860000.0,777625.0,800000.0,922500.0,875000.0,789500.0,990000.0,868593.75
206071143,799000.0,800000.0,800000.0,799000.0,787500.0,795000.0,787500.0,799500.0,800000.0,800000.0,799000.0,780000.0,795541.6666666666
206071144,800000.0,803375.0,800000.0,800000.0,750000.0,769500.0,750000.0,799000.0,800000.0,800000.0,775000.0,800000.0,787239.5833333334
206071145,735000.0,750000.0,740000.0,744500.0,743750.0,749750.0,748250.0,749250.0,724500.0,737500.0,749000.0,750000.0,743458.3333333334
207011146,890000.0,890000.0,895000.0,875000.0,880000.0,892500.0,870000.0,900000.0,887500.0,899500.0,900000.0,899000.0,889875.0
207011147,1450000.0,1390000.0,1400000.0,1450000.0,1400000.0,1428750.0,1400000.0,1450000.0,1440000.0,1450000.0,1450000.0,1337500.0,1420520.8333333333
207011148,1100000.0,1050000.0,1050000.0,1100000.0,1080000.0,1100000.0,1075625.0,1100000.0,1070000.0,1100000.0,1100000.0,1050000.0,1081302.0833333333
207011149,1295000.0,1250000.0,1250000.0,1300000.0,1350000.0,1350000.0,1350000.0,1300000.0,1297500.0,1295000.0,1350000.0,1237500.0,1302083.3333333333
207011150,1100000.0,1100000.0,1067500.0,1100000.0,1085000.0,1062500.0,1050000.0,1100000.0,1100000.0,1100000.0,1097500.0,1100000.0,1088541.6666666667
207011151,1200000.0,1225000.0,1200000.0,1200000.0,1390000.0,1300000.0,1300000.0,1200000.0,1250000.0,1200000.0,1280000.0,1300000.0,1253750.0
207011152,1150000.0,1200000.0,1150000.0,1150000.0,1150000.0,1150000.0,1150000.0,1150000.0,1150000.0,1150000.0,1155000.0,1225000.0,1160833.3333333333
207011153,1600000.0,1500000.0,1575000.0,1500000.0,1575000.0,1550000.0,1600000.0,1500000.0,1600000.0,1600000.0,1550000.0,1550000.0,1558333.3333333333
207011154,1000000.0,1000000.0,1000000.0,1009500.0,950000.0,1000000.0,950000.0,1000000.0,1000000.0,1044750.0,1000000.0,975000.0,994104.1666666666
207011155,1512500.0,1400000.0,1450000.0,1550000.0,1550000.0,1550000.0,1530000.0,1550000.0,1450000.0,1500000.0,1550000.0,1350000.0,1495208.3333333333
207021156,700000.0,692500.0,700000.0,700000.0,700000.0,700000.0,700000.0,700000.0,700000.0,700000.0,700000.0,685000.0,698125.0
207021157,750000.0,720000.0,720000.0,750000.0,748000.0,750000.0,732500.0,750000.0,742125.0,750000.0,750000.0,712500.0,739593.75
207021158,725000.0,700000.0,700000.0,720000.0,700000.0,719500.0,700000.0,720000.0,718000.0,718000.0,725000.0,699000.0,712041.6666666666
207021159,889125.0,835000.0,855000.0,883000.0,885625.0,885625.0,880000.0,883000.0,885000.0,888250.0,890000.0,830000.0,874135.4166666666
207021160,725000.0,690000.0,700000.0,720000.0,720500.0,720000.0,720000.0,712000.0,721000.0,725000.0,723000.0,681525.0,713168.75
207031161,697500.0,680000.0,680000.0,700000.0,680000.0,690000.0,680000.0,700000.0,690000.0,699000.0,700000.0,680000.0,689708.3333333334
207031162,610000.0,590000.0,590000.0,619000.0,600000.0,600000.0,600000.0,610000.0,600000.0,600000.0,610000.0,590000.0,601583.3333333334
207031163,700000.0,695000.0,699000.0,710000.0,710000.0,710000.0,720000.0,720000.0,710000.0,710000.0,720000.0,684500.0,707375.0
207031164,729000.0,720000.0,715000.0,729500.0,698500.0,700000.0,700000.0,720000.0,717500.0,720000.0,720000.0,712000.0,715125.0
207031165,722500.0,730000.0,730000.0,720000.0,700000.0,700000.0,700000.0,700000.0,715000.0,722500.0,700000.0,730000.0,714166.6666666666
207031166,639000.0,630000.0,625000.0,649000.0,650000.0,650000.0,650000.0,650000.0,625000.0,630000.0,650000.0,620000.0,639000.0
207031167,1000000.0,1025000.0,989500.0,1000000.0,1000000.0,994500.0,1000000.0,989500.0,975000.0,1000000.0,1000000.0,1000000.0,997791.6666666666
208011168,1050000.0,1100000.0,1100000.0,1050000.0,1100000.0,1100000.0,1100000.0,1099000.0,1050000.0,1050000.0,1098000.0,1100000.0,1083083.3333333333
208011169,1800000.0,1950000.0,1875000.0,1800000.0,1750000.0,1750000.0,1750000.0,1812500.0,1850000.0,1822500.0,1750000.0,1900000.0,1817500.0
208011170,1100000.0,1100000.0,1100000.0,1125000.0,1150000.0,1140000.0,1150000.0,1150000.0,1100000.0,1100000.0,1150000.0,1117500.0,1123541.6666666667
208011171,727500.0,700000.0,700000.0,730000.0,722500.0,720000.0,725000.0,734500.0,715000.0,720000.0,725000.0,695000.0,717875.0
208011172,965000.0,990000.0,987500.0,950000.0,900000.0,935000.0,905000.0,950000.0,982500.0,985000.0,950000.0,972500.0,956041.6666666666
208011173,1150000.0,1137500.0,1110000.0,1150000.0,1192500.0,1187500.0,1177500.0,1175000.0,1115000.0,1150000.0,1187500.0,1150000.0,1156875.0
208021174,800000.0,800000.0,799000.0,800000.0,800000.0,810000.0,800000.0,804500.0,800000.0,800000.0,810000.0,800000.0,801958.3333333334
208021175,690000.0,682500.0,685000.0,697500.0,680000.0,690000.0,680000.0,690000.0,692500.0,700000.0,690000.0,680000.0,688125.0
208021176,750000.0,759000.0,755000.0,740000.0,765000.0,780000.0,780000.0,750000.0,757500.0,755000.0,770000.0,752500.0,759500.0
208021177,950000.0,987500.0,1000000.0,929000.0,977500.0,958750.0,929000.0,950000.0,1000000.0,950000.0,950000.0,987500.0,964104.1666666666
208021178,890000.0,880000.0,880000.0,900000.0,900000.0,900000.0,900000.0,900000.0,890000.0,900000.0,900000.0,855000.0,891250.0
208021179,1024500.0,1050000.0,1050000.0,1065000.0,1000000.0,1065000.0,950000.0,1050000.0,1050000.0,967500.0,1065000.0,1000000.0,1028083.3333333334
208021180,715000.0,695000.0,707500.0,700000.0,720000.0,710000.0,725000.0,700000.0,700000.0,700000.0,690000.0,677500.0,703333.3333333334
208021181,770000.0,787500.0,799500.0,765000.0,730000.0,750000.0,730000.0,750000.0,794500.0,792500.0,750000.0,785000.0,767000.0
208021182,765000.0,749000.0,750000.0,780000.0,755000.0,750000.0,770000.0,750000.0,775000.0,780000.0,750000.0,749500.0,760291.6666666666
208031183,569000.0,575000.0,569000.0,570000.0,572500.0,570000.0,577250.0,579500.0,580000.0,580000.0,570000.0,580000.0,574354.1666666666
208031184,616952.3832116788,615247.352189781,615784.4616788321,617221.246350365,606425.2299270073,613777.4032846715,608206.2682481752,616112.8467153285,617471.0529197081,618543.6843065694,615230.0857664234,617169.4689781022,614845.1236313869
208031185,554975.0,550000.0,550000.0,550000.0,549950.0,550000.0,549950.0,550000.0,560000.0,560000.0,550000.0,559000.0,552822.9166666666
208031186,529250.0,529500.0,525000.0,525000.0,517000.0,510000.0,519000.0,520000.0,532500.0,529500.0,525000.0,527000.0,524062.5
208031187,442500.0,460000.0,450000.0,440000.0,440000.0,442500.0,451250.0,445000.0,460000.0,460000.0,442500.0,450000.0,448645.8333333333
208031188,590000.0,580000.0,580000.0,590000.0,595000.0,595000.0,590000.0,590000.0,589975.0,590000.0,590000.0,570000.0,587497.9166666666
208031189,620000.0,600000.0,600000.0,620000.0,610000.0,620000.0,619975.0,620000.0,615000.0,619000.0,620000.0,600000.0,613664.5833333334
208031190,650000.0,642500.0,630000.0,629950.0,650000.0,650000.0,635000.0,650000.0,650000.0,650000.0,650000.0,650000.0,644787.5
208031191,625000.0,639000.0,630000.0,625000.0,605000.0,622500.0,620000.0,625000.0,627500.0,630000.0,625000.0,632500.0,625541.6666666666
208031192,616952.3832116788,615247.352189781,615784.4616788321,617221.246350365,606425.2299270073,613777.4032846715,608206.2682481752,616112.8467153285,617471.0529197081,618543.6843065694,615230.0857664234,617169.4689781022,614845.1236313869
208031193,640000.0,649950.0,642500.0,630000.0,600000.0,620000.0,610000.0,620000.0,645000.0,649975.0,620000.0,649950.0,631447.9166666666
208041194,1400000.0,1295000.0,1350000.0,1412500.0,1400000.0,1495000.0,1437500.0,1400000.0,1375000.0,1425000.0,1412500.0,1300000.0,1391875.0
208041195,950000.0,980000.0,977500.0,950000.0,890000.0,900000.0,890000.0,950000.0,975000.0,975000.0,875000.0,975000.0,940625.0
209011196,460000.0,450000.0,450000.0,460000.0,460000.0,455000.0,460000.0,460000.0,454500.0,450000.0,450000.0,460000.0,455791.6666666667
209011197,500000.0,505000.0,500000.0,500000.0,495000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0
209011198,660000.0,650000.0,660000.0,662500.0,650000.0,659000.0,650000.0,689000.0,660000.0,660000.0,665000.0,650000.0,659625.0
209011199,500000.0,480000.0,496500.0,500000.0,490000.0,500000.0,495000.0,500000.0,500000.0,500000.0,500000.0,470000.0,494291.6666666667
209011200,739500.0,780000.0,755000.0,790000.0,730000.0,730000.0,720000.0,750000.0,780000.0,762500.0,750000.0,780000.0,755583.3333333334
209011201,1350000.0,1306250.0,1306250.0,1350000.0,1300000.0,1350000.0,1300000.0,1350000.0,1350000.0,1350000.0,1350000.0,1250000.0,1326041.6666666667
209011202,525000.0,500000.0,500000.0,530000.0,530000.0,530000.0,530000.0,530000.0,520000.0,520000.0,530000.0,500000.0,520416.6666666667
209011203,535000.0,530000.0,530000.0,537500.0,530000.0,540000.0,530000.0,540000.0,530000.0,540000.0,540000.0,520000.0,533541.6666666666
209011204,450000.0,460000.0,465000.0,450000.0,450000.0,450000.0,450000.0,450000.0,465000.0,470000.0,460000.0,460000.0,456666.6666666667
209021205,627500.0,632500.0,634500.0,600000.0,585000.0,640000.0,620000.0,597500.0,630000.0,610000.0,610000.0,627500.0,617875.0
209021206,598500.0,598500.0,600000.0,598000.0,575250.0,600000.0,598000.0,600000.0,600000.0,600000.0,600000.0,590000.0,596520.8333333334
209021207,480000.0,465000.0,470000.0,480000.0,457000.0,470000.0,464900.0,475000.0,475000.0,475000.0,465000.0,459950.0,469737.5
209021208,500000.0,499000.0,500000.0,500000.0,499000.0,500000.0,495000.0,500000.0,500000.0,500000.0,500000.0,490000.0,498583.3333333333
209031209,562500.0,577500.0,570000.0,560000.0,566250.0,560000.0,569500.0,560000.0,580000.0,577500.0,560000.0,580000.0,568604.1666666666
209031210,490000.0,485000.0,480000.0,490000.0,480000.0,480000.0,480000.0,490000.0,480000.0,490000.0,480000.0,480000.0,483750.0
209031211,370000.0,430000.0,400000.0,380000.0,350000.0,380000.0,350000.0,360000.0,415000.0,397500.0,370000.0,450000.0,387708.3333333333
209031212,790000.0,790000.0,785000.0,754975.0,750000.0,780000.0,750000.0,750000.0,790000.0,750000.0,750000.0,790000.0,769164.5833333334
209031213,650000.0,610000.0,625000.0,650000.0,570000.0,685000.0,650000.0,650000.0,630000.0,630000.0,677500.0,630000.0,638125.0
209031214,775000.0,760000.0,747500.0,780000.0,725000.0,730000.0,727500.0,780000.0,760000.0,770000.0,770000.0,760000.0,757083.3333333334
209031215,500000.0,490000.0,500000.0,520000.0,500000.0,492500.0,497500.0,520000.0,500000.0,500000.0,500000.0,475000.0,499583.3333333333
209041216,470000.0,525000.0,500000.0,470000.0,500000.0,487500.0,510000.0,485000.0,497500.0,492500.0,477250.0,545750.0,496708.3333333333
209041217,530000.0,525000.0,525000.0,540000.0,465000.0,525000.0,480000.0,540000.0,540000.0,542500.0,540000.0,525000.0,523125.0
209041218,390000.0,390000.0,390000.0,393737.0,389000.0,390470.0,389950.0,393737.0,386125.0,390000.0,394950.0,388800.0,390564.0833333333
209041219,424700.0,437500.0,438250.0,427328.0,430715.0,427328.0,429500.0,427328.0,416170.0,424200.0,425000.0,438500.0,428876.5833333333
209041220,400000.0,400000.0,400000.0,405000.0,410000.0,410000.0,410000.0,410000.0,400000.0,400000.0,410000.0,400000.0,404583.3333333333
209041221,400000.0,389950.0,390000.0,400000.0,400000.0,400000.0,399950.0,399800.0,395000.0,399900.0,400000.0,389500.0,397008.3333333333
209041222,395000.0,390000.0,390400.0,390000.0,374478.0,382555.0,377300.0,389000.0,399000.0,395000.0,389125.5,387860.0,388309.875
209041223,380000.0,380000.0,380000.0,380000.0,361987.5,370000.0,366987.5,380000.0,380000.0,377500.0,372500.0,375000.0,375331.25
209041224,350550.0,342004.5,341100.0,350250.0,338465.0,342735.5,339500.0,346740.0,350000.0,355000.0,344726.0,340000.0,345089.25
209041225,390000.0,390000.0,390000.0,390000.0,360000.0,369500.0,368490.0,378432.0,399000.0,395000.0,373490.0,390000.0,382826.0
210011226,549750.0,550000.0,550000.0,550000.0,522500.0,535000.0,530000.0,550000.0,550000.0,550000.0,542500.0,549750.0,544125.0
210011227,616952.3832116788,615247.352189781,615784.4616788321,617221.246350365,606425.2299270073,613777.4032846715,608206.2682481752,616112.8467153285,617471.0529197081,618543.6843065694,615230.0857664234,617169.4689781022,614845.1236313869
210011228,650000.0,640000.0,650000.0,650000.0,655000.0,659500.0,650000.0,650000.0,649000.0,650000.0,659000.0,632500.0,649583.3333333334
210011229,599500.0,590000.0,590000.0,599725.0,572500.0,595000.0,575000.0,590000.0,590000.0,599725.0,600000.0,586250.0,590641.6666666666
210011230,715000.0,700000.0,700000.0,710000.0,675000.0,690000.0,675000.0,700000.0,700000.0,715000.0,695000.0,702500.0,698125.0
210011231,850000.0,850000.0,850000.0,800000.0,780000.0,790000.0,765000.0,800000.0,825000.0,837500.0,765000.0,850000.0,813541.6666666666
210021232,500000.0,496000.0,495000.0,500000.0,499000.0,499000.0,495000.0,500650.0,511600.0,511800.0,505000.0,479853.0,499408.5833333333
210021233,775000.0,699000.0,745000.0,790000.0,792500.0,782500.0,795000.0,775000.0,760000.0,775000.0,782500.0,697000.0,764041.6666666666
210021234,495000.0,436500.0,470176.5,495000.0,452700.0,480000.0,472900.0,495000.0,492000.0,495000.0,489000.0,439500.0,476064.7083333333
210021235,415000.0,400000.0,400000.0,405950.0,379250.0,395000.0,387000.0,400000.0,415116.0,425000.0,399000.0,401900.0,401934.6666666667
210031236,500000.0,490000.0,480000.0,480000.0,460000.0,480000.0,467500.0,480000.0,499000.0,499000.0,490000.0,480000.0,483791.6666666667
210031237,450000.0,440000.0,440000.0,450000.0,440000.0,450000.0,444500.0,450000.0,449000.0,450000.0,450000.0,435000.0,445708.3333333333
210031238,475000.0,456250.0,459950.0,470000.0,470000.0,475000.0,475000.0,475000.0,470000.0,470000.0,475000.0,450000.0,468433.3333333333
210031239,549000.0,549000.0,549000.0,550000.0,550000.0,550000.0,560000.0,550000.0,547000.0,549000.0,550000.0,539000.0,549333.3333333334
210041240,381000.0,379000.0,379500.0,379000.0,375000.0,379000.0,379000.0,385000.0,390000.0,380000.0,380000.0,375000.0,380125.0
